,source,pre_emissions,pre_emissions_lower,pre_emissions_upper,ue_emissions,ue_emissions_lower,ue_emissions_upper,total_emissions,total_emissions_lower,total_emissions_upper
269,CH4_1B2_250m_-103.86927_32.31285?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,43304.3908920315,20245.465315188576,20245.465315188576,3184286.881924073,2792867.101029657,9162537.67174469,3227591.272816105,2792940.4796521585,9162560.038821379
270,CH4_1B2_250m_-103.87253_31.99971?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,175820.53502755892,75101.7731115178,75101.7731115178,1694492.081086651,1555571.3684311488,6459126.5303481985,1870312.6161142099,1557383.2407622894,6459563.1285228925
271,CH4_1B2_250m_-103.87540_32.28328?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1230965.1040806558,355436.2678626968,355436.2678626968,1642103.553995308,1523291.3399540042,6330097.009066395,2873068.658075964,1564209.5278098225,6340068.066251615
272,CH4_1B2_250m_-103.87890_31.76628?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,7369435.268145862,2330461.54339059,2330461.54339059,1064497.4978341023,922398.4385650151,3187352.5385150975,8433932.765979964,2506365.8720724774,3948451.2419429836
273,CH4_1B2_250m_-103.88256_32.06504?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1539861.5099392722,622471.9809940542,622471.9809940542,1064497.4978341023,922398.4385650151,3187352.5385150975,1539861.5099392722,622471.9809940542,622471.9809940542
274,CH4_1B2_250m_-103.89001_32.01937?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1364691.6126155874,430656.6133362688,430656.6133362688,1064497.4978341023,922398.4385650151,3187352.5385150975,1364691.6126155874,430656.6133362688,430656.6133362688
275,CH4_1B2_250m_-103.90060_32.21068?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,22566.42638850997,6193.157067170125,6193.157067170125,3094766.7377945,2540041.296941028,9581428.321527608,3117333.16418301,2540048.847042182,9581430.323065853
276,CH4_1B2_250m_-103.90339_32.07947?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1114.3137868189942,38.49898813793612,38.49898813793612,3209706.907061892,2632816.736024161,9343131.198061753,3210821.220848711,2632816.736305641,9343131.198141072
277,CH4_1B2_250m_-103.90709_32.11819?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,56871.78922827944,14828.256127386187,14828.256127386187,3030687.8103874996,2489338.5552045964,7936810.40939866,3087559.5996157792,2489382.7185886637,7936824.261120988
278,CH4_1B2_250m_-103.90736_32.77750?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,578645.2670927242,244263.6805974566,244263.6805974566,1900819.9401944075,1725843.709964011,6279466.4111772515,2479465.207287132,1743043.6761255749,6284215.396910129
279,CH4_1B2_250m_-103.90948_32.76505?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,944414.5262863702,499375.85032530467,499375.85032530467,2145873.821639529,1902428.9907493251,5883251.956345271,3090288.347925899,1966878.8230929775,5904407.660530274
280,CH4_1B2_250m_-103.91282_32.20517?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,31996.06326352833,9657.496090314842,9657.496090314842,2994633.5047486015,2632233.125999553,7167412.301201962,3026629.56801213,2632250.8423096975,7167418.807538174
281,CH4_1B2_250m_-103.91285_31.99777?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,461936.76319699147,152542.4825728674,152542.4825728674,1739226.8481355053,1566125.540929996,5750884.503393175,2201163.6113324966,1573536.9137528252,5752907.245937245
282,CH4_1B2_250m_-103.91523_32.03828?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,780.3244080933333,278.4694984233333,278.4694984233333,3132364.7569155986,2762547.455350641,7932510.867153188,3133145.081323692,2762547.4693857417,7932510.872041001
283,CH4_1B2_250m_-103.91696_32.76692?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,819667.021529601,395862.04581184033,395862.04581184033,1906597.5476431274,1724003.6379748373,5483000.195485387,2726264.5691727283,1768868.3679304149,5497271.860023581
284,CH4_1B2_250m_-103.91890_32.09197?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,29913.332141920946,15847.897547254668,15847.897547254668,3143553.649304252,2617545.3658494796,11691147.369916659,3173466.981446173,2617593.3408642286,11691158.111195223
285,CH4_1B2_250m_-103.92030_32.70663?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,555.0387557173889,280.72870188294445,280.72870188294445,2800582.663289779,2245491.0313960453,8030822.283658831,2801137.702045496,2245491.048944235,8030822.288565465
286,CH4_1B2_250m_-103.92754_32.29156?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,677754.6232962497,228048.36592268123,228048.36592268123,1739103.9465214587,1528473.4733327483,5822465.533658724,2416858.5698177083,1545392.2530807124,5826929.804609266
287,CH4_1B2_250m_-103.92963_32.04234?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,8164.154643667812,3981.1042484634504,3981.1042484634504,3063187.15370154,2531428.020193694,6628064.251018548,3071351.308345208,2531431.150675997,6628065.446630797
288,CH4_1B2_250m_-103.93035_32.06420?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,60364.87937892488,20254.108252360267,20254.108252360267,2692435.7848773124,2166701.355895527,7285689.491873656,2752800.6642562374,2166796.02051984,7285717.644878871
289,CH4_1B2_250m_-103.93144_32.30669?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,235839.25901088334,115619.72320729858,115619.72320729858,2862827.641264472,2496268.38059773,7242949.324664252,3098666.9002753557,2498944.526868603,7243872.088879598
290,CH4_1B2_250m_-103.93298_32.01699?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,136731.51978936463,68565.78689910773,68565.78689910773,3044647.5803395966,2592791.376167798,9295051.2708547,3181379.1001289613,2593697.8211548077,9295304.158280712
291,CH4_1B2_250m_-103.93336_32.04298?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,9598.081476460091,4721.901055434336,4721.901055434336,2710551.2617339035,2329357.36049858,9864561.570954446,2720149.3432103638,2329362.146438052,9864562.701078078
292,CH4_1B2_250m_-103.93439_32.06438?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2407391.5754428254,1137564.8723733053,1137564.8723733053,2710551.2617339035,2329357.36049858,9864561.570954446,2407391.5754428254,1137564.8723733053,1137564.8723733053
293,CH4_1B2_250m_-103.93441_32.26316?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,6459.150816457666,2343.9357321069997,2343.9357321069997,3092193.5397370844,2641165.0715643386,8548870.46858946,3098652.690553542,2641166.11164201,8548870.789920485
294,CH4_1B2_250m_-103.93796_31.72792?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,7343969.368563225,2366948.7695588972,2366948.7695588972,1018689.9128231597,907373.6008897121,3482137.87828532,8362659.281386385,2534910.911513054,4210431.175201154
295,CH4_1B2_250m_-103.93920_32.15878?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,21412.02433427672,6291.263408273667,6291.263408273667,3128667.3535948507,2745552.9121848196,7013570.579571838,3150079.3779291273,2745560.120194387,7013573.401243542
296,CH4_1B2_250m_-103.93931_32.06593?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,262817.7209352984,61738.88259300325,61738.88259300325,2661779.2883428475,2422084.2868253356,7725349.841907908,2924597.009278146,2422871.0205270993,7725596.538099202
297,CH4_1B2_250m_-103.94069_32.06255?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,17182.511059655666,2047.8845880626388,2047.8845880626388,3121885.639120491,2581035.3195964345,8160027.451653577,3139068.150180147,2581036.1320282896,8160027.708627665
298,CH4_1B2_250m_-103.94070_31.99952?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,825283.508110306,261935.90364359834,261935.90364359834,613006.4479947017,549648.8836554276,2471937.8511245092,1438289.9561050078,608871.343488299,2485776.972586166
299,CH4_1B2_250m_-103.94373_32.04371?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,9296.454823627555,3301.6202228143375,3301.6202228143375,2959051.2753075683,2564032.0538996444,7416752.09729182,2968347.730131196,2564034.1795929563,7416752.832161707
300,CH4_1B2_250m_-103.94517_32.24078?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,571678.0286214283,179881.04210590202,179881.04210590202,1797572.7312433843,1594463.4367232448,6005685.152842896,2369250.7598648127,1604578.0879584535,6008378.428859713
301,CH4_1B2_250m_-103.94879_32.06431?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,79141.8509031975,28473.485988472505,28473.485988472505,3308302.4902585773,2903193.7729802467,9932194.208999448,3387444.341161775,2903333.3985051764,9932235.022626402
302,CH4_1B2_250m_-103.94879_32.26529?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,11008.665476441527,4728.390275578889,4728.390275578889,2835565.6804608414,2424853.930009553,7693690.1628597,2846574.345937283,2424858.540112675,7693691.615847278
303,CH4_1B2_250m_-103.95002_31.99995?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,30488.575824241194,9998.53195993628,9998.53195993628,2896402.448659195,2466585.518429679,8692046.284207799,2926891.0244834363,2466605.7833323022,8692052.034902457
304,CH4_1B2_250m_-103.95192_32.15557?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,836.6001743256055,140.28974884613055,140.28974884613055,3135367.526638677,2843535.4313529166,8760743.273643171,3136204.1268130024,2843535.434813611,8760743.274766434
305,CH4_1B2_250m_-103.95439_32.09275?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,6665.885126925389,3341.3998362513944,3341.3998362513944,3156816.032111586,2544427.3737066174,8117436.129086449,3163481.9172385116,2544429.567706762,8117436.816800661
306,CH4_1B2_250m_-103.95650_32.16090?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,9759.669749264303,3509.292548501261,3509.292548501261,2955155.567272535,2559623.554120592,9302576.117632933,2964915.237021799,2559625.9597728574,9302576.779553544
307,CH4_1B2_250m_-103.95688_32.23658?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,40536.072065391665,9971.386910987501,9971.386910987501,3461535.0016524186,2958949.487177583,8894413.069569312,3502071.07371781,2958966.2884570705,8894418.658950247
308,CH4_1B2_250m_-103.95865_32.27142?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,654.9474371491946,156.88322919472225,156.88322919472225,2787400.458293939,2418183.4774722815,8882601.394248333,2788055.405731088,2418183.4825612972,8882601.395633757
309,CH4_1B2_250m_-103.95900_32.84611?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,3356.793322021125,1060.5123557275917,1060.5123557275917,2867493.7523903325,2457007.8238059334,7969286.4529597275,2870850.5457123537,2457008.052679117,7969286.523523538
310,CH4_1B2_250m_-103.95983_31.99132?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,815658.6782371864,316316.0477531034,316316.0477531034,672278.8859407093,577037.779938328,3238431.681230839,1487937.5641778957,658048.9659153776,3253843.203976759
311,CH4_1B2_250m_-103.96137_32.24819?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,370427.8662542531,162873.0075142323,162873.0075142323,2091652.3058215412,1773272.7424024753,6809882.25635485,2462080.172075794,1780736.8799248042,6811829.70735421
312,CH4_1B2_250m_-103.96379_32.16607?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,55185.01723653761,19077.887034217765,19077.887034217765,2510429.123125644,2066147.3940303691,8084147.211603459,2565614.1403621817,2066235.4705193152,8084169.722652393
313,CH4_1B2_250m_-103.96813_32.13097?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,388905.4016252441,135077.21487778085,135077.21487778085,1926012.2639006067,1675234.3186093452,6720795.214393095,2314917.665525851,1680671.2576306097,6722152.495130431
314,CH4_1B2_250m_-103.97061_32.14236?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,82723.21277692523,9281.168257415233,9281.168257415233,2955521.7798815286,2578993.508489672,8692488.684938796,3038244.992658454,2579010.208765388,8692493.63979481
315,CH4_1B2_250m_-103.97180_32.26966?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,248082.499146162,75449.63253915671,75449.63253915671,1794551.2949164838,1605516.5059015271,6030007.738330023,2042633.7940626459,1607288.3679578293,6030479.746369294
316,CH4_1B2_250m_-103.97345_32.30047?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,579736.5909368062,155020.68474585842,155020.68474585842,1889714.1742185857,1660963.1976942574,4909536.293190647,2469450.765155392,1668181.6917811465,4911983.105310444
317,CH4_1B2_250m_-103.97377_32.02600?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,239.12984207656444,121.65141821544445,121.65141821544445,2791234.572501743,2351115.8312390386,9651584.46989685,2791473.7023438197,2351115.834386282,9651584.470663514
318,CH4_1B2_250m_-103.97411_32.22195?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,20474.319964036753,5012.724264724,5012.724264724,3100034.7282985775,2739381.876915588,8845978.21597772,3120509.0482626143,2739386.463239191,8845979.636250408
319,CH4_1B2_250m_-103.97460_32.02104?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,15236.60508622622,7920.33179493031,7920.33179493031,2672286.8052382804,2393750.682263046,7256451.186466759,2687523.4103245065,2393763.785441358,7256455.508940338
320,CH4_1B2_250m_-103.97468_32.26907?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,3494.6142110420833,381.6324634204583,381.6324634204583,3267741.8157986216,2764505.2851274293,8428008.387457259,3271236.4300096636,2764505.311469093,8428008.396097695
321,CH4_1B2_250m_-103.97568_32.29229?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,4314.9286508529,941.3677560604251,941.3677560604251,3039085.8966525844,2604768.3381369715,7880122.425919281,3043400.825303437,2604768.5082429284,7880122.482147674
322,CH4_1B2_250m_-103.97658_32.12603?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,46389.51916999833,11505.18746346118,11505.18746346118,2859691.6197299426,2421047.049115672,7737695.715623491,2906081.138899941,2421074.386170378,7737704.2691561105
323,CH4_1B2_250m_-103.97680_32.21609?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,23557.15214485008,14789.920634006574,14789.920634006574,2775604.9671984217,2319421.8686274905,7553718.746755101,2799162.119343272,2319469.022517826,7553733.225818331
324,CH4_1B2_250m_-103.97739_32.01784?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,87931.10173746149,27072.884484829145,27072.884484829145,2713541.9887983175,2382518.2053337405,9089851.453758169,2801473.090535779,2382672.016837617,9089891.770118268
325,CH4_1B2_250m_-103.97780_32.19995?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,22208.443742790776,8617.572843605241,8617.572843605241,2810383.30040628,2396127.612259753,8647558.46598098,2832591.7441490707,2396143.108579982,8647562.759825513
326,CH4_1B2_250m_-103.98172_32.12470?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,95493.22542012206,25231.77214334718,25231.77214334718,2902964.0348901544,2611927.3046165486,6669479.775733452,2998457.2603102764,2612049.173910584,6669527.503597464
327,CH4_1B2_250m_-103.98192_32.13277?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,354405.43752526556,90457.36068652193,90457.36068652193,761451.6971801012,683341.0165765744,2838896.185552572,1115857.1347053668,689302.1681659486,2840336.9670599494
328,CH4_1B2_250m_-103.98436_32.09489?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,20594.36862107422,6670.482170317112,6670.482170317112,2913801.809971777,2519282.29485616,8314315.777801081,2934396.178592851,2519291.1257947353,8314318.453627114
329,CH4_1B2_250m_-103.98535_32.19274?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,13853.219938641278,1403.2647391120722,1403.2647391120722,3548424.6389159476,3075036.655857257,9412917.62195326,3562277.858854589,3075036.976040729,9412917.726551643
330,CH4_1B2_250m_-103.98567_31.99939?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,819327.6460134716,305720.0184479842,305720.0184479842,793269.0133505627,759809.1527333875,3145244.3336632447,1612596.6593640344,819008.3505418391,3160067.5068929438
331,CH4_1B2_250m_-103.98576_32.26903?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2308.956230983333,413.3898063083333,413.3898063083333,3042470.766186281,2639578.4088139017,6905538.775478111,3044779.7224172642,2639578.4411848155,6905538.787851593
332,CH4_1B2_250m_-103.99184_32.84222?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,611146.5721092671,286470.2374618254,286470.2374618254,1849924.6697302244,1612311.8035573186,6202576.1887856,2461071.2418394918,1637563.6014645929,6209188.076926123
333,CH4_1B2_250m_-103.99201_32.26818?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,84595.88313581,23221.916679221667,23221.916679221667,2777100.903914058,2198689.594622368,8674954.365520965,2861696.787049868,2198812.2227500305,8674985.446747763
334,CH4_1B2_250m_-103.99373_32.22286?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,51811.657032711664,9958.92325249472,9958.92325249472,3557028.5215683146,3173930.2178343963,7313616.057496814,3608840.1786010265,3173945.841981972,7313622.838007686
335,CH4_1B2_250m_-103.99597_32.15037?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1728657.949058156,467887.36510277464,467887.36510277464,1784888.6641834406,1644606.250172328,6707123.27583753,3513546.6132415966,1709867.9201998918,6723423.326230796
336,CH4_1B2_250m_-103.99645_32.06398?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,113290.39033046283,48791.84667614283,48791.84667614283,2794855.400079552,2354576.498330794,9204266.878071535,2908145.790410015,2355081.979633357,9204396.200026745
337,CH4_1B2_250m_-103.99949_32.18465?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,36920.05184121594,8068.404724616638,8068.404724616638,3337669.703919404,2802281.126346676,9496076.13643435,3374589.7557606203,2802292.741708759,9496079.564120803
338,CH4_1B2_250m_-104.00294_32.24012?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,59995.124570731496,10734.819748385093,10734.819748385093,2975285.73619275,2637206.584068658,8989861.794740582,3035280.8607634814,2637228.4321632264,8989868.20397782
339,CH4_1B2_250m_-104.00356_32.19624?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,26904628.336126637,6612409.296185606,6612409.296185606,2975285.73619275,2637206.584068658,8989861.794740582,26904628.336126637,6612409.296185606,6612409.296185606
340,CH4_1B2_250m_-104.00494_32.13926?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,3368.363328217667,1204.8239474645918,1204.8239474645918,3349447.034393894,2816136.914513568,9264857.398282422,3352815.3977221115,2816137.172242635,9264857.4766215
341,CH4_1B2_250m_-104.00554_31.99931?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,22380.61366455527,5190.7298932711365,5190.7298932711365,2841730.987698418,2183313.1876173895,6901518.842982202,2864111.6013629735,2183319.3579732743,6901520.794992595
342,CH4_1B2_250m_-104.00564_32.71988?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2178220.696008965,763763.71762617,763763.71762617,1896445.1062258575,1612887.167260613,5944407.211568453,4074665.8022348224,1784583.9937296626,5993272.237543459
343,CH4_1B2_250m_-104.00842_32.32527?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,17303.392120024007,6424.702820676413,6424.702820676413,3138354.263299058,2687447.0480450997,7819386.275802336,3155657.6554190824,2687454.727591268,7819388.915191024
344,CH4_1B2_250m_-104.00980_32.00031?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,157501.90737980307,138645.0512401122,138645.0512401122,2797392.1845588954,2448319.7737062406,8412186.859280642,2954894.0919386987,2452242.2728095916,8413329.317558376
345,CH4_1B2_250m_-104.01110_32.26584?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,759547.0245467031,474142.3960751927,474142.3960751927,2062294.67058485,1777556.5862265993,6769582.252569675,2821841.6951315533,1839706.0713585436,6786166.435187265
346,CH4_1B2_250m_-104.01227_32.20285?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,380567.2176701507,114626.9467865834,114626.9467865834,1766832.086301724,1498812.4644125926,5902749.111212842,2147399.3039718745,1503189.3228759188,5903861.990837321
347,CH4_1B2_250m_-104.01508_32.32510?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,30080.869747218003,9660.749361751155,9660.749361751155,2897545.9078464536,2426481.3176768543,5797655.970223312,2927626.777593672,2426500.549168088,5797664.019167052
348,CH4_1B2_250m_-104.01744_32.06361?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,426168.4595144356,183295.07130841655,183295.07130841655,1937290.2448166404,1710975.7756921644,6676510.676513838,2363458.704331076,1720765.8725612154,6679026.2686090125
349,CH4_1B2_250m_-104.01837_32.32924?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1651583.8544150998,601948.2122250375,601948.2122250375,2094910.2259786637,1841694.3361548653,4967091.621527575,3746494.0803937633,1937570.5607863239,5003432.904201909
350,CH4_1B2_250m_-104.01896_32.80728?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,11949.231765204,1783.6866995375249,1783.6866995375249,2864599.3515604474,2483182.8691128795,6696000.328066176,2876548.5833256515,2483183.509729781,6696000.56563622
351,CH4_1B2_250m_-104.02026_32.06194?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,42505.693444732206,15824.186908090043,15824.186908090043,3010588.0391395567,2650741.7681418364,8587970.627278414,3053093.732584289,2650789.00070583,8587985.206082279
352,CH4_1B2_250m_-104.02317_32.81700?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,118217.7249363415,64914.21444122083,64914.21444122083,1942064.4697210921,1656313.3840992535,5696249.940180077,2060282.1946574335,1657584.954559748,5696619.807942079
353,CH4_1B2_250m_-104.02606_32.25598?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,17949.62874735536,7119.639748078555,7119.639748078555,2936514.1761032976,2446362.66720609,9219020.869069468,2954463.804850653,2446373.027314076,9219023.61823683
354,CH4_1B2_250m_-104.02633_32.19900?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,29315.237735080224,8220.092417923555,8220.092417923555,2972251.0547268377,2410719.335343768,8198362.893213058,3001566.2924619177,2410733.34977547,8198367.01415179
355,CH4_1B2_250m_-104.02649_32.18310?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2575093.7371503003,805715.6472041295,805715.6472041295,2972251.0547268377,2410719.335343768,8198362.893213058,2575093.7371503003,805715.6472041295,805715.6472041295
356,CH4_1B2_250m_-104.02726_32.25282?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,39984.81610250736,10192.987973280513,10192.987973280513,3246929.620073994,2927270.050274415,7320459.665274799,3286914.4361765017,2927287.7966194917,7320466.761615617
357,CH4_1B2_250m_-104.02880_32.29223?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,121651.7313325396,44363.01310899228,44363.01310899228,3150381.9464831026,2681226.4633362987,8449424.62597454,3272033.677815642,2681593.448796253,8449541.08735836
358,CH4_1B2_250m_-104.03284_32.33951?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,155679.51689429945,23514.043720402446,23514.043720402446,3092021.6785580227,2613219.914373928,7527218.699955287,3247701.1954523223,2613325.7032242585,7527255.42725957
